Nº,Project,MethodName,#Assrtions,#Conditions,#TryCatch,#Loop,#Throws,#Statements,#Tokens,#Hamcrest,#Mockito,#BadApi,#LOC,#Expressions,#Depth,#Vocabulary,#Understandability,#BodySize,#Dexterity,#NonWhiteCharacters
1793,checkstyle-checkstyle-8.18,ImportControlLoaderTest.testExtraElementInConfig,1,0,0,0,1,2,31,0,0,0,7,20,9,11,144,23,8,234
1794,checkstyle-checkstyle-8.18,InterfaceMemberImpliedModifierCheckTest.testMethodsOnInterfaceNoImpliedPublicAbstract,1,0,0,0,1,3,87,0,1,0,10,56,8,13,421,65,9,556
1795,checkstyle-checkstyle-8.18,RootNodeTest.testCopy,2,0,1,0,0,1,42,0,0,0,13,22,9,9,193,29,7,210
1796,checkstyle-checkstyle-8.18,LambdaTest.testWithOneArgWithoutTypeOneLineBody,1,0,0,0,1,3,35,0,1,0,10,22,8,13,165,31,9,259
1797,checkstyle-checkstyle-8.18,DetailNodeTreeStringPrinterTest.testMissedHtmlTagParseErrorMessage,1,0,0,0,1,4,81,0,0,0,13,46,9,16,401,63,8,566
1798,checkstyle-checkstyle-8.18,ModifiedControlVariableCheckTest.testTokensNotNull,3,0,0,0,0,4,50,0,0,0,13,28,7,9,175,34,8,351
1799,checkstyle-checkstyle-8.18,XpathRegressionGenericWhitespaceTest.testProcessNestedGenericsThree,0,0,0,0,1,5,78,0,0,0,16,46,10,19,382,67,10,734
1800,checkstyle-checkstyle-8.18,IndentationCheckTest.testInvalidAssignWithChecker,0,0,0,0,1,11,157,0,0,0,34,92,8,14,680,109,9,819
1801,checkstyle-checkstyle-8.18,SuppressionsStringPrinterTest.testCorrect,1,0,0,0,1,6,69,0,0,0,19,39,7,16,316,58,8,555
1802,checkstyle-checkstyle-8.18,CommentsIndentationCheckTest.testCommentIsAtTheEndOfBlock,1,0,0,0,1,4,624,0,1,0,13,383,8,15,4009,396,9,2427
1803,checkstyle-checkstyle-8.18,AttributeNodeTest.testGetUnderlyingNode,2,0,1,0,0,1,36,0,0,0,13,18,9,9,159,25,7,229
1804,checkstyle-checkstyle-8.18,TreeWalkerTest.testWithCacheWithNoViolation,1,0,0,0,1,7,88,0,1,0,22,48,9,27,386,73,9,486
1805,checkstyle-checkstyle-8.18,ReceiverParameterTest.testCanParse,1,0,0,0,1,3,35,0,1,0,10,22,8,13,165,31,9,245
1806,checkstyle-checkstyle-8.18,AnnotationLocationCheckTest.testGetRequiredTokens,1,0,0,0,0,2,26,0,0,0,7,16,7,8,105,20,8,256
1807,checkstyle-checkstyle-8.18,ExecutableStatementCountCheckTest.testMethodDef,1,0,0,0,1,5,117,0,1,0,16,72,8,14,542,83,9,545
1808,checkstyle-checkstyle-8.18,SuppressFilterElementTest.testDecideByFileNameAndModuleMatchingModuleEqual,1,0,0,0,0,4,74,0,0,0,13,40,7,11,329,54,8,390
1809,checkstyle-checkstyle-8.18,SeparatorWrapTest.testSeparatorWrapDot,1,0,0,0,1,5,65,0,1,0,16,37,10,16,307,56,9,378
1810,checkstyle-checkstyle-8.18,AllChecksTest.testAllCheckstyleChecksHaveMessage,1,0,0,1,1,1,48,0,0,0,11,26,9,14,227,34,11,281
1811,checkstyle-checkstyle-8.18,LineColumnTest.testCompareToFirstSmaller,2,0,0,0,0,3,59,0,0,0,10,34,8,7,242,43,9,289
1812,checkstyle-checkstyle-8.18,TreeWalkerTest.testCommentCheckDestroyIsCalledInTreeWalker,2,0,0,0,1,6,64,0,1,0,19,37,8,21,267,52,9,429
1813,checkstyle-checkstyle-8.18,XpathRegressionGenericWhitespaceTest.testProcessSingleGenericOne,0,0,0,0,1,5,78,0,0,0,16,46,10,19,382,67,10,702
1814,checkstyle-checkstyle-8.18,MethodNameCheckTest.testForNpe,1,0,0,0,1,3,35,0,1,0,10,22,8,13,165,31,9,241
1815,checkstyle-checkstyle-8.18,CommonUtilTest.testIsIdentifierInvalidFirstSymbol,1,0,0,0,0,1,14,0,0,0,3,10,6,5,55,9,6,161
1816,checkstyle-checkstyle-8.18,IndentationCheckTest.testAnnotationIncorrect,1,0,0,0,1,8,114,0,1,0,25,67,8,15,506,84,9,584
1817,checkstyle-checkstyle-8.18,XMLLoggerTest.testAuditFinishedWithoutFileFinished,0,0,0,0,1,10,121,0,0,0,31,68,7,22,527,91,8,608
1818,checkstyle-checkstyle-8.18,VisibilityModifierCheckTest.testGetRequiredTokens,1,0,0,0,0,3,40,0,0,0,10,22,7,10,165,32,9,260
1819,checkstyle-checkstyle-8.18,OneTopLevelClassCheckTest.testAcceptableTokens,1,0,0,0,0,3,34,0,0,0,10,20,7,8,131,25,8,223
1820,checkstyle-checkstyle-8.18,MainTest.testPrintSuppressionOnMoreThanOneFile,2,0,0,0,1,3,75,0,0,0,17,43,11,15,336,46,6,387
1821,checkstyle-checkstyle-8.18,HexFloatsTest.testCanParse,1,0,0,0,1,3,35,0,1,0,10,22,8,13,165,31,9,236
1822,checkstyle-checkstyle-8.18,JavadocMethodTest.testJavadocMethod,1,0,0,0,1,6,67,0,1,0,19,38,8,17,312,61,9,382
1823,checkstyle-checkstyle-8.18,JavadocPackageCheckTest.testWithMultipleFiles,1,0,0,0,1,5,76,0,1,0,16,44,9,17,368,66,9,406
1824,checkstyle-checkstyle-8.18,ImportOrderTest.testTwitter,1,0,0,0,1,12,117,0,1,0,37,66,8,18,500,92,9,756
1825,checkstyle-checkstyle-8.18,XpathQueryGeneratorTest.testEmpty,1,0,0,0,0,5,56,0,0,0,16,28,7,15,235,46,9,299
1826,checkstyle-checkstyle-8.18,NonEmptyAtclauseDescriptionTest.testDefaultConfiguration,1,0,0,0,1,6,107,0,1,0,19,68,8,17,547,91,9,542
1827,checkstyle-checkstyle-8.18,DeclarationOrderCheckTest.testVariableAccess,1,0,0,0,1,3,40,0,1,0,10,25,8,13,187,34,9,278
1828,checkstyle-checkstyle-8.18,DeclarationOrderCheckTest.testAvoidDuplicatesForStaticFinalFields,1,0,0,0,1,3,40,0,1,0,10,25,8,13,187,34,9,318
1829,checkstyle-checkstyle-8.18,JavadocTagTest.testJavadocTagTypeValueOf,1,0,0,0,0,2,30,0,0,0,7,22,7,8,138,25,9,209
1830,checkstyle-checkstyle-8.18,ScopeUtilTest.testIsLocalVariableDefVariable,4,0,0,0,0,4,86,0,0,0,13,59,8,13,379,61,6,499
1831,checkstyle-checkstyle-8.18,PropertiesExpanderTest.testCtorException,2,0,1,0,0,1,46,0,0,0,13,24,9,11,235,35,9,244
1832,checkstyle-checkstyle-8.18,StaticVariableNameCheckTest.testAccessTuning,1,0,0,0,1,5,53,0,1,0,16,32,8,14,226,43,9,368
1833,checkstyle-checkstyle-8.18,OuterTypeFilenameCheckTest.testGood2,1,0,0,0,1,3,35,0,1,0,10,22,8,13,165,31,9,261
1834,checkstyle-checkstyle-8.18,XMLLoggerTest.testFinishLocalSetup,1,0,0,0,0,5,41,0,0,0,16,24,7,9,152,31,8,216
1835,checkstyle-checkstyle-8.18,OuterTypeFilenameCheckTest.testGood1,1,0,0,0,1,3,35,0,1,0,10,22,8,13,165,31,9,262
1836,checkstyle-checkstyle-8.18,JavadocMethodCheckTest.testJava8ReceiverParameter,1,0,0,0,1,3,35,0,1,0,10,22,8,13,165,31,9,275
1837,checkstyle-checkstyle-8.18,SuppressWithNearbyCommentFilterTest.testUsingTagMessageRegexp,0,0,0,0,1,6,57,0,0,0,19,34,8,13,240,46,9,438
1838,checkstyle-checkstyle-8.18,IllegalInstantiationCheckTest.testDefault,1,0,0,0,1,3,35,0,1,0,10,22,8,13,165,31,9,265
1839,checkstyle-checkstyle-8.18,FinalLocalVariableCheckTest.testBreakOrReturn,1,0,0,0,1,3,42,0,1,0,10,26,8,13,196,35,9,273
1840,checkstyle-checkstyle-8.18,LocalVariableNameTest.testOneChar,1,0,0,0,1,7,154,0,1,0,22,89,8,21,744,118,10,770
1841,checkstyle-checkstyle-8.18,LocalFinalVariableNameCheckTest.testSet,1,0,0,0,1,5,59,0,1,0,16,35,8,15,267,49,9,362
1842,checkstyle-checkstyle-8.18,NewlineAtEndOfFileCheckTest.testAnyNewlineAtEndOfFile,3,0,0,0,1,6,83,0,3,0,19,51,8,18,337,63,9,542
1843,checkstyle-checkstyle-8.18,ConstantNameCheckTest.testInterfaceAndAnnotation,1,0,0,0,1,4,61,0,1,0,13,37,8,14,289,50,9,406
1844,checkstyle-checkstyle-8.18,IndentationCheckTest.test15Extensions,0,0,0,0,1,11,107,0,0,0,34,62,8,14,433,79,9,643
1845,checkstyle-checkstyle-8.18,ParameterNameCheckTest.testSpecified,1,0,0,0,1,5,81,0,1,0,16,49,8,15,374,63,9,518
1846,checkstyle-checkstyle-8.18,TreeWalkerTest.testProperFileExtension,1,0,1,0,1,5,95,0,1,0,23,54,10,26,452,77,10,532
1847,checkstyle-checkstyle-8.18,AttributeNodeTest.testGetRoot,2,0,1,0,0,1,36,0,0,0,13,18,9,9,159,25,7,209
1848,checkstyle-checkstyle-8.18,JavadocParseTreeTest.testVoidElements,0,0,0,0,1,1,15,0,0,0,3,12,6,5,67,10,6,153
1849,checkstyle-checkstyle-8.18,IndentationCheckTest.testAndroidStyle,0,0,0,0,1,11,222,0,0,0,34,132,8,15,1025,149,9,1040
1850,checkstyle-checkstyle-8.18,SuppressionCommentFilterTest.testAcceptNullLocalizedMessage,2,0,0,0,0,4,54,0,0,0,13,30,7,11,212,40,8,342
1851,checkstyle-checkstyle-8.18,NoWhitespaceAfterCheckTest.testMethodReference,1,0,0,0,1,3,51,0,1,0,10,32,8,13,239,41,9,322
1852,checkstyle-checkstyle-8.18,PropertyCacheFileTest.testCacheRemainsWhenExternalResourceTheSame,1,0,0,0,1,13,128,0,0,0,40,68,8,24,535,99,9,619
1853,checkstyle-checkstyle-8.18,PackageNamesLoaderTest.testPackagesWithIoExceptionGetResources,3,0,1,0,0,1,53,0,0,0,17,28,10,13,263,38,7,365
1854,checkstyle-checkstyle-8.18,MethodParamPadCheckTest.testAllowLineBreaks,1,0,0,0,1,4,123,0,1,0,13,79,8,14,598,89,9,690
1855,checkstyle-checkstyle-8.18,FinalParametersCheckTest.testIgnorePrimitiveTypesParameters,1,0,0,0,1,4,105,0,1,0,13,67,8,14,499,77,9,577
1856,checkstyle-checkstyle-8.18,HeaderCheckTest.testNoHeader,1,0,0,0,1,4,40,0,1,0,13,25,8,14,182,35,9,263
1857,checkstyle-checkstyle-8.18,InterfaceMemberImpliedModifierCheckTest.testFieldsOnInterfaceNoImpliedStaticFinalAllowImpliedPublic,1,0,0,0,1,4,114,0,1,0,13,73,8,14,548,83,9,706
1858,checkstyle-checkstyle-8.18,JavadocVariableCheckTest.testGetAcceptableTokens,1,0,0,0,0,4,48,0,0,0,13,24,7,11,200,40,9,319
1859,checkstyle-checkstyle-8.18,AstRegressionTest.testUnusedConstructors3,1,0,0,0,1,3,47,0,0,0,10,25,9,13,225,40,9,270
1860,checkstyle-checkstyle-8.18,IllegalTypeCheckTest.testClearDataBetweenFiles,1,0,0,0,1,5,90,0,1,0,16,53,9,17,426,72,9,535
1861,checkstyle-checkstyle-8.18,AstRegressionTest.testUnusedConstructors2,1,0,0,0,1,3,47,0,0,0,10,25,9,13,225,40,9,292
1862,checkstyle-checkstyle-8.18,AbstractTypeAwareCheckTest.testWithSuppressLoadErrors,1,0,0,0,1,5,53,0,1,0,16,32,8,14,226,43,9,380
1863,checkstyle-checkstyle-8.18,AllChecksTest.testAllCheckTokensAreReferencedInCheckstyleConfigFile,0,0,0,0,1,2,22,0,0,0,7,15,6,9,98,17,8,301
1864,checkstyle-checkstyle-8.18,AnnotationUseStyleCheckTest.testCommaAlwaysViolations,1,0,0,0,1,6,151,0,1,0,19,100,8,14,754,112,9,1293
1865,checkstyle-checkstyle-8.18,CheckstyleAntTaskTest.testSetInvalidType,2,0,1,0,0,2,50,0,0,0,17,27,9,11,232,39,10,307
1866,checkstyle-checkstyle-8.18,AstRegressionTest.testUnusedConstructors1,1,0,0,0,1,3,47,0,0,0,10,25,9,13,225,40,9,265
1867,checkstyle-checkstyle-8.18,JavadocTypeCheckTest.testAuthorRegularExError,1,0,0,0,1,4,135,0,1,0,13,85,8,15,658,95,9,750
1868,checkstyle-checkstyle-8.18,UnusedImportsCheckTest.testNewlinesInsideTags,1,0,0,0,1,3,35,0,1,0,10,22,8,13,165,31,9,276
1869,checkstyle-checkstyle-8.18,AbstractViolationReporterTest.testCustomMessage,2,0,0,0,1,7,83,0,0,0,22,47,7,19,313,59,9,466
1870,checkstyle-checkstyle-8.18,AbstractJavadocCheckTest.testPosition,2,0,0,0,1,5,52,0,1,0,16,32,8,16,224,43,9,362
1871,checkstyle-checkstyle-8.18,CommonUtilTest.testIsBlankWithWhitespacesOnly,1,0,0,0,0,1,14,0,0,0,3,10,6,5,55,9,6,131
1872,checkstyle-checkstyle-8.18,GeneratedJava14LexerTest.testUnexpectedChar,1,0,0,0,1,4,69,0,1,0,13,39,11,16,351,54,9,397
1873,checkstyle-checkstyle-8.18,WhitespaceAroundCheckTest.testStartOfTheLine,1,0,0,0,1,3,42,0,1,0,10,26,8,13,196,35,9,290
1874,checkstyle-checkstyle-8.18,CheckerTest.testHaltOnException,3,0,1,0,1,3,59,0,1,0,20,33,9,16,284,48,9,382
1875,checkstyle-checkstyle-8.18,ReturnCountCheckTest.testMethodsAndLambdas,1,0,0,0,1,4,97,0,1,0,13,60,8,14,454,70,9,452
1876,checkstyle-checkstyle-8.18,MainTest.testNonExistentOutputFormat,2,0,0,0,1,3,72,0,0,0,17,42,11,15,335,45,6,430
1877,checkstyle-checkstyle-8.18,JavadocMethodCheckTest.testNotSkipAnythingWhenSkipRegexDoesNotMatch,1,0,0,0,1,4,63,0,1,0,13,40,8,14,286,50,9,471
1878,checkstyle-checkstyle-8.18,ScopeUtilTest.testInClassBlock,8,0,0,0,0,8,184,0,0,0,25,124,8,19,839,131,6,1145
1879,checkstyle-checkstyle-8.18,CommonUtilTest.testIsBlankAheadWhitespace,1,0,0,0,0,1,14,0,0,0,3,10,6,5,55,9,6,127
1880,checkstyle-checkstyle-8.18,ImportControlCheckTest.testWrong,1,0,0,0,1,4,52,0,1,0,13,32,8,14,228,42,9,325
1881,checkstyle-checkstyle-8.18,IllegalCatchCheckTest.testIllegalClassNamesBad,1,0,0,0,1,5,69,0,1,0,16,42,8,14,300,53,9,503
1882,checkstyle-checkstyle-8.18,ParenPadCheckTest.testNospaceWithComplexInput,1,0,0,0,1,4,1137,0,1,0,13,755,8,18,12550,765,9,5947
1883,checkstyle-checkstyle-8.18,NoWhitespaceBeforeCheckTest.testDot,1,0,0,0,1,4,96,0,1,0,13,61,8,14,451,71,9,493
1884,checkstyle-checkstyle-8.18,CheckerTest.testCacheAndCheckWhichAddsNewResourceLocationButKeepsSameCheckerInstance,10,0,0,0,1,36,391,0,2,0,109,218,7,55,2034,300,10,2853
1885,checkstyle-checkstyle-8.18,XMLLoggerTest.testNullOutputStreamOptions,3,0,1,0,0,1,49,0,0,0,16,25,9,11,242,37,9,311
1886,checkstyle-checkstyle-8.18,HideUtilityClassConstructorCheckTest.testGetRequiredTokens,1,0,0,0,0,3,36,0,0,0,10,19,7,9,146,29,9,257
1887,checkstyle-checkstyle-8.18,MissingDeprecatedCheckTest.testGoodDeprecated,1,0,0,0,1,3,35,0,1,0,10,22,8,13,177,31,10,313
1888,checkstyle-checkstyle-8.18,WhitespaceAfterCheckTest.testDefault,1,0,0,0,1,3,51,0,1,0,10,32,8,13,239,41,9,332
1889,checkstyle-checkstyle-8.18,LocalFinalVariableNameCheckTest.testGetAcceptableTokens,1,0,0,0,0,4,52,0,0,0,13,27,7,12,220,43,9,369
1890,checkstyle-checkstyle-8.18,IllegalTokenTextCheckTest.testCaseSensitive,1,0,0,0,1,6,69,0,1,0,19,41,8,14,289,53,9,417
1891,checkstyle-checkstyle-8.18,CodeSelectorPresentationTest.testDetailASTSelection,2,0,0,0,0,4,50,0,0,0,13,28,7,11,180,34,8,314
1892,checkstyle-checkstyle-8.18,ScopeTest.testMisc,5,0,1,0,0,5,81,0,0,0,26,43,9,13,318,57,9,447
1893,checkstyle-checkstyle-8.18,RegexpMultilineCheckTest.testGoodLimit,1,0,0,0,1,5,53,0,1,0,16,32,8,14,226,43,9,345
1894,checkstyle-checkstyle-8.18,InterfaceTypeParameterNameCheckTest.testGetAcceptableTokens,1,0,0,0,0,3,36,0,0,0,10,19,7,9,146,29,9,312
1895,checkstyle-checkstyle-8.18,ImportOrderCheckTest.testNoFailureForRedundantImports,1,0,0,0,1,3,35,0,1,0,10,22,8,13,165,31,9,289
1896,checkstyle-checkstyle-8.18,CommonUtilPowerTest.testLoadSuppressionsUriSyntaxException,3,0,1,0,1,6,113,0,0,0,33,65,10,26,530,88,9,593
1897,checkstyle-checkstyle-8.18,MainTest.testExistingTargetFileWithViolations,2,0,0,0,1,2,176,0,0,0,23,93,13,23,1188,115,6,1041
1898,checkstyle-checkstyle-8.18,NPathComplexityCheckTest.testDefaultHooks,2,0,0,0,0,9,105,0,0,0,28,56,7,20,424,82,9,604
1899,checkstyle-checkstyle-8.18,NewlineAtEndOfFileCheckTest.testEmptyFileFile,1,0,0,0,1,4,58,0,1,0,13,36,8,18,252,46,9,375
1900,checkstyle-checkstyle-8.18,JavadocUtilTest.testEmptyBlockCommentAst,1,0,0,0,0,12,103,0,0,0,37,60,7,17,428,82,8,591
1901,checkstyle-checkstyle-8.18,PackageObjectFactoryTest.testCreateObjectFromFullModuleNamesWithCantInstantiateException,2,0,1,0,0,7,182,0,0,0,39,96,12,34,1082,142,9,1047
1902,checkstyle-checkstyle-8.18,EqualsAvoidNullCheckTest.testTokensNotNull,3,0,0,0,0,4,50,0,0,0,13,28,7,9,175,34,8,335
1903,checkstyle-checkstyle-8.18,EmptyBlockCheckTest.testForbidCaseWithoutStmt,1,0,0,0,1,5,120,0,1,0,16,76,8,17,554,87,9,765
1904,checkstyle-checkstyle-8.18,WhitespaceAroundCheckTest.allowEmptyMethods,1,0,0,0,1,4,44,0,1,0,13,27,8,14,195,37,9,308
1905,checkstyle-checkstyle-8.18,LeftCurlyCheckTest.testNlowSwitch,1,0,0,0,1,4,59,0,1,0,13,36,8,17,260,46,9,342
1906,checkstyle-checkstyle-8.18,LambdaParameterNameCheckTest.testGetRequiredTokens,1,0,0,0,0,4,46,0,0,0,13,22,7,11,189,38,9,269
1907,checkstyle-checkstyle-8.18,InlineTagUtilTest.testHasPrivateConstructor,1,0,0,0,1,1,18,0,0,0,3,13,8,7,84,12,6,166
1908,checkstyle-checkstyle-8.18,EmptyLineSeparatorCheckTest.testFormerArrayIndexOutOfBounds,1,0,0,0,1,4,44,0,1,0,13,27,8,14,195,37,9,348
1909,checkstyle-checkstyle-8.18,IndentationTest.testCorrectIf,1,0,0,0,1,5,52,0,1,0,16,30,6,16,242,48,9,331
1910,checkstyle-checkstyle-8.18,AstTreeStringPrinterTest.testParseFileThrowable,3,0,1,0,1,2,91,0,0,0,21,51,10,22,458,64,9,492
1911,checkstyle-checkstyle-8.18,CustomImportOrderCheckTest.testRulesWithOverlappingPatterns,1,0,0,0,1,8,131,0,1,0,25,79,8,19,582,93,9,1274
1912,checkstyle-checkstyle-8.18,ConfigurationLoaderTest.testReplacePropertiesDefault,1,0,0,0,1,4,52,0,0,0,13,30,9,12,248,43,8,327
1913,checkstyle-checkstyle-8.18,RegexpMultilineCheckTest.testEmptyFormat,1,0,0,0,1,4,49,0,1,0,13,30,8,14,217,40,9,301
1914,checkstyle-checkstyle-8.18,IllegalThrowsCheckTest.testIllegalClassNames,1,0,0,0,1,5,69,0,1,0,16,42,8,14,300,53,9,509
1915,checkstyle-checkstyle-8.18,DefaultConfigurationTest.testAddAttributeAndGetAttribute,2,0,0,0,1,5,58,0,0,0,16,35,7,8,223,41,8,391
1916,checkstyle-checkstyle-8.18,VisibilityModifierCheckTest.testAllowPublicFinalFieldsInNonFinalClass,1,0,0,0,1,4,69,0,1,0,13,43,8,14,313,53,9,453
1917,checkstyle-checkstyle-8.18,PackageObjectFactoryTest.testNameToFullModuleNameMap,1,0,0,0,1,6,103,0,0,0,19,59,10,27,514,85,9,554
1918,checkstyle-checkstyle-8.18,CheckUtilTest.testGetTypeParameterNames,1,0,0,0,1,3,43,0,0,0,10,27,7,16,192,35,9,286
1919,checkstyle-checkstyle-8.18,EmptyForInitializerPadCheckTest.testInvalidOption,3,0,1,0,1,3,78,0,1,0,23,43,9,19,390,61,10,656
1920,checkstyle-checkstyle-8.18,ModuleReflectionUtilTest.testIsRootModule,2,0,0,0,0,2,30,0,0,0,7,19,8,8,120,21,6,277
1921,checkstyle-checkstyle-8.18,OverloadMethodsDeclarationOrderTest.testOverloadMethods,1,0,0,0,1,7,111,0,1,0,22,64,8,19,536,93,10,651
1922,checkstyle-checkstyle-8.18,JavadocUtilTest.testGetTokenNameForLargeId,2,0,1,0,0,1,37,0,0,0,13,19,9,9,167,26,7,237
1923,checkstyle-checkstyle-8.18,IndentationCheckTest.testGetRequiredTokens,1,0,0,0,0,7,67,0,0,0,22,32,7,13,267,55,9,379
1924,checkstyle-checkstyle-8.18,SuppressWithPlainTextCommentFilterTest.testSuppressionCommentsInSqlFile,0,0,0,0,1,8,116,0,0,0,25,67,10,17,541,93,9,801
1925,checkstyle-checkstyle-8.18,SummaryJavadocCheckTest.testGetRequiredTokens,1,0,0,0,0,3,36,0,0,0,10,19,7,9,146,29,9,241
1926,checkstyle-checkstyle-8.18,EqualsHashCodeCheckTest.testTokensNotNull,3,0,0,0,0,4,50,0,0,0,13,28,7,9,175,34,8,333
1927,checkstyle-checkstyle-8.18,EqualsHashCodeCheckTest.testMultipleInputs,1,0,0,0,1,9,147,0,1,0,28,83,8,31,696,125,10,884
1928,checkstyle-checkstyle-8.18,ModifiedControlVariableCheckTest.testModifiedControlVariable,1,0,0,0,1,3,114,0,1,0,10,74,8,13,568,83,9,605
1929,checkstyle-checkstyle-8.18,SuppressWarningsFilterTest.testNone,0,0,0,0,1,3,25,0,0,0,10,16,6,10,123,24,9,181
1930,checkstyle-checkstyle-8.18,XpathQueryGeneratorTest.testVariableStringLiteral,1,0,0,0,0,6,78,0,0,0,19,41,7,17,346,65,9,679
1931,checkstyle-checkstyle-8.18,TranslationCheckTest.testBaseNameWithSeparatorDefaultTranslationIsMissing,1,0,0,0,1,5,73,0,1,0,16,42,8,17,326,59,9,485
1932,checkstyle-checkstyle-8.18,AbstractClassNameCheckTest.testFalsePositive,1,0,0,0,1,3,42,0,1,0,10,26,8,13,196,35,9,319
1933,checkstyle-checkstyle-8.18,IllegalInstantiationCheckTest.testJava8,1,0,0,0,1,3,35,0,1,0,10,22,8,13,165,31,9,255
1934,checkstyle-checkstyle-8.18,PackageNamesLoaderTest.testPackagesFile,2,0,0,0,1,6,142,0,0,0,19,75,11,26,726,102,10,1453
1935,checkstyle-checkstyle-8.18,MainTest.testInvalidCheckerThreadsNumber,2,0,0,0,1,3,70,0,0,0,17,40,10,15,314,43,6,421
1936,checkstyle-checkstyle-8.18,LambdaTest.testWithoutArgsOneLineLambdaBody,1,0,0,0,1,3,35,0,1,0,10,22,8,13,165,31,9,255
1937,checkstyle-checkstyle-8.18,ScopeTest.testIsInPackage,6,0,0,0,0,6,98,0,0,0,19,69,7,12,416,73,6,423
1938,checkstyle-checkstyle-8.18,WhitespaceAroundCheckTest.testSimpleInput,1,0,0,0,1,3,87,0,1,0,10,56,8,13,421,65,9,537
1939,checkstyle-checkstyle-8.18,IndentationCheckTest.testTwoStatementsPerLine,0,0,0,0,1,6,59,0,0,0,19,35,8,15,258,50,9,391
1940,checkstyle-checkstyle-8.18,ClassResolverTest.testResolveMatchingExplicitImport,1,0,0,0,1,5,66,0,0,0,16,36,8,15,268,49,9,391
1941,checkstyle-checkstyle-8.18,EqualsHashCodeCheckTest.testBooleanMethods,1,0,0,0,1,3,35,0,1,0,10,22,8,13,165,31,9,252
1942,checkstyle-checkstyle-8.18,FinalClassCheckTest.testGetAcceptableTokens,1,0,0,0,0,3,44,0,0,0,10,25,7,11,185,35,9,262
1943,checkstyle-checkstyle-8.18,WhitespaceAroundCheckTest.testGetAcceptableTokens,1,0,0,0,0,4,264,0,0,0,13,186,7,65,2711,202,9,1408
1944,checkstyle-checkstyle-8.18,IndentationCheckTest.testAnnotationClosingParenthesisEndsInSameIndentationAsOpening,0,0,0,0,1,6,127,0,0,0,19,77,8,14,585,89,9,676
1945,checkstyle-checkstyle-8.18,DeclarationOrderCheckTest.testTokensNotNull,3,0,0,0,0,4,50,0,0,0,13,28,7,9,175,34,8,337
1946,checkstyle-checkstyle-8.18,SuppressionsLoaderTest.testXpathSuppressions,1,0,0,0,1,8,98,0,0,0,25,52,8,18,434,80,9,583
1947,checkstyle-checkstyle-8.18,CommentsIndentationCheckTest.testMultiblockStructures,1,0,0,0,1,4,273,0,1,0,13,167,8,14,1471,180,9,1257
1948,checkstyle-checkstyle-8.18,CheckstyleAntTaskTest.testExecuteIgnoredModules,8,0,0,0,1,25,335,0,0,0,76,195,8,43,1593,249,10,1832
1949,checkstyle-checkstyle-8.18,ReturnCountCheckTest.testLambdasOnly,1,0,0,0,1,4,53,0,1,0,13,32,8,14,236,42,9,303
1950,checkstyle-checkstyle-8.18,ClassTypeParameterNameCheckTest.testGetAcceptableTokens,1,0,0,0,0,4,44,0,0,0,13,21,7,10,181,37,9,316
1951,checkstyle-checkstyle-8.18,RegexpHeaderCheckTest.testDefaultConfiguration,1,0,0,0,1,4,40,0,1,0,13,25,8,14,182,35,9,294
1952,checkstyle-checkstyle-8.18,RegexpCheckTest.testIgnoreCommentsFalseCppStyle,1,0,0,0,1,6,69,0,1,0,19,41,8,14,289,53,9,467
1953,checkstyle-checkstyle-8.18,SuppressionCommentFilterTest.testToStringOfTagClass,1,0,0,0,0,2,46,0,0,0,7,30,8,9,212,35,9,329
1954,checkstyle-checkstyle-8.18,IllegalTypeCheckTest.testValidateAbstractClassNamesSetToTrue,1,0,0,0,1,4,78,0,1,0,13,49,8,14,358,59,9,518
1955,checkstyle-checkstyle-8.18,TranslationCheckTest.testTranslationFilesAreMissing,1,0,0,0,1,5,82,0,1,0,16,47,8,17,367,65,9,521
1956,checkstyle-checkstyle-8.18,UpperEllTest.testUpperEll,1,0,0,0,1,5,98,0,1,0,16,52,6,14,627,70,9,1019
1957,checkstyle-checkstyle-8.18,ThrowsCountCheckTest.testDefault,1,0,0,0,1,3,77,0,1,0,10,48,8,13,368,57,9,363
1958,checkstyle-checkstyle-8.18,ImportControlCheckTest.testDisallowClassOfAllowPackage,1,0,0,0,1,4,54,0,1,0,13,33,8,14,237,43,9,412
1959,checkstyle-checkstyle-8.18,RightCurlyCheckTest.testDefault,1,0,0,0,1,3,88,0,1,0,10,55,8,14,424,64,9,476
1960,checkstyle-checkstyle-8.18,MemberNameCheckTest.testGetAcceptableTokens,1,0,0,0,0,4,44,0,0,0,13,21,7,10,181,37,9,276
1961,checkstyle-checkstyle-8.18,JavadocTagInfoTest.testSerialData,3,0,0,1,0,12,152,0,0,0,45,88,9,21,658,116,11,769
1962,checkstyle-checkstyle-8.18,IllegalImportCheckTest.testIllegalClassesRegularExpression,1,0,0,0,1,6,87,0,1,0,19,53,8,14,376,65,9,570
1963,checkstyle-checkstyle-8.18,ModuleReflectionUtilTest.testIsTreeWalkerFilterModule,2,0,0,0,0,2,30,0,0,0,7,19,8,8,120,21,6,331
1964,checkstyle-checkstyle-8.18,CommonUtilTest.testIsNameInvalidFirstSymbol,1,0,0,0,0,1,14,0,0,0,3,10,6,5,55,9,6,139
1965,checkstyle-checkstyle-8.18,ImportControlCheckTest.testPathRegexDoesntMatch,1,0,0,0,1,5,56,0,1,0,16,34,8,15,237,45,9,404
